battery_health,battery_cycles,screen_on_time,charging_frequency,fast_charging,charging_overnight,overheating,drop_history,water_damage,sensor_issues,battery_bulging,screen_cracked,buttons_not_working,ram_usage,storage_usage,age_months,overcharged,label
52,725,5,2,1,0,0,1,0,0,0,0,1,82,64,37,0,Needs Maintenance
44,917,3,1,0,1,0,1,0,0,0,1,0,81,68,27,0,Needs Maintenance
38,939,3,1,0,0,0,0,0,0,0,0,1,63,40,49,0,Critical
20,1204,5,2,1,1,0,1,0,0,0,0,0,45,83,43,0,Needs Maintenance
57,679,4,3,1,1,0,0,0,0,0,0,0,86,44,36,0,Needs Maintenance
66,563,5,2,1,1,0,1,0,0,0,1,0,73,38,27,1,Needs Maintenance
47,802,3,1,0,1,1,1,0,1,0,0,0,53,60,12,0,Needs Maintenance
46,838,5,1,1,1,0,0,0,0,0,0,0,66,100,33,1,Critical
38,968,5,1,0,1,0,1,0,0,1,0,0,65,77,51,0,Needs Maintenance
42,938,7,2,0,0,1,0,1,0,0,1,0,99,69,45,0,Needs Maintenance
53,644,2,1,0,1,0,0,0,1,0,0,0,77,83,31,0,Needs Maintenance
73,419,2,1,0,1,0,0,0,0,0,0,0,99,41,3,1,Needs Maintenance
71,476,3,2,1,0,0,0,0,1,0,1,0,88,75,21,0,Needs Maintenance
64,506,7,2,1,0,0,0,0,1,0,0,0,68,59,29,0,Needs Maintenance
61,670,2,1,1,1,0,0,0,1,0,0,1,67,59,31,0,Needs Maintenance
55,614,2,1,0,1,0,1,0,1,0,0,0,86,66,30,0,Needs Maintenance
70,453,3,1,0,1,0,0,0,0,0,0,0,89,100,25,0,Needs Maintenance
59,701,5,3,0,1,0,0,0,0,0,0,0,53,68,15,1,Needs Maintenance
82,328,7,3,1,1,0,0,1,0,0,1,0,43,100,20,1,Needs Maintenance
48,781,2,1,0,1,0,0,0,0,0,0,0,60,43,27,0,Critical
84,301,5,1,0,0,0,0,0,0,0,0,0,63,38,3,0,Healthy
60,531,5,1,0,1,0,0,0,0,0,0,0,72,80,27,0,Needs Maintenance
58,628,3,1,1,1,0,0,0,0,0,0,0,57,42,28,1,Needs Maintenance
64,594,4,1,1,1,0,1,0,0,0,0,1,84,41,3,0,Needs Maintenance
58,624,2,2,1,0,0,0,0,1,0,1,0,68,28,3,0,Needs Maintenance
45,792,4,2,1,1,0,1,0,0,0,0,0,71,20,38,0,Needs Maintenance
57,606,8,4,1,1,0,0,0,0,0,0,0,65,81,21,0,Needs Maintenance
52,695,4,3,1,0,0,0,0,0,0,0,0,74,46,3,0,Needs Maintenance
57,581,5,1,1,1,0,1,0,1,0,1,0,79,87,21,1,Needs Maintenance
58,678,7,2,0,1,0,0,0,0,0,0,0,62,79,17,0,Needs Maintenance
38,995,6,3,1,1,0,0,0,0,0,1,0,88,95,54,0,Needs Maintenance
51,751,2,1,1,1,0,1,0,0,0,0,0,71,56,19,0,Needs Maintenance
33,1065,3,2,1,1,1,0,0,0,0,0,0,63,73,53,0,Critical
58,556,8,2,1,1,0,0,0,0,0,1,0,78,78,29,1,Needs Maintenance
63,535,3,3,0,0,0,0,0,0,0,0,0,90,55,5,0,Needs Maintenance
68,452,3,1,0,1,0,0,0,0,0,0,0,80,69,9,0,Needs Maintenance
56,664,2,1,0,1,0,0,0,0,0,0,0,74,43,43,1,Needs Maintenance
83,337,8,4,0,0,0,1,0,0,0,0,0,61,56,3,0,Healthy
33,973,3,3,0,1,1,1,0,0,0,0,1,86,100,37,0,Needs Maintenance
66,480,6,2,1,1,0,1,1,0,0,0,0,48,58,5,0,Needs Maintenance
70,425,3,3,0,0,0,0,0,0,0,0,1,55,37,22,0,Needs Maintenance
70,494,6,4,1,1,0,0,0,0,0,0,0,92,45,33,1,Needs Maintenance
54,672,3,2,1,1,0,0,0,0,0,1,0,49,68,32,0,Needs Maintenance
39,900,6,4,1,1,0,0,0,0,1,0,0,61,54,40,1,Critical
56,720,5,2,0,0,0,1,0,0,0,1,0,38,50,26,0,Needs Maintenance
53,677,5,1,0,1,0,1,0,0,0,0,0,50,74,28,1,Needs Maintenance
43,831,2,2,0,1,0,1,0,1,0,0,0,93,53,23,0,Needs Maintenance
62,530,4,2,0,1,0,0,0,0,0,0,0,94,63,19,0,Needs Maintenance
36,923,3,1,1,1,1,1,0,0,1,1,0,78,78,26,0,Needs Maintenance
61,557,5,2,1,0,0,0,0,0,0,0,0,89,25,25,0,Needs Maintenance
32,990,5,1,1,1,0,0,1,0,0,0,0,59,79,41,0,Critical
53,714,4,2,1,0,0,0,0,0,0,0,0,59,63,26,0,Needs Maintenance
38,856,4,1,1,0,0,0,0,0,0,0,0,88,92,26,0,Critical
81,361,2,1,1,1,0,1,0,0,0,0,0,74,43,3,0,Healthy
91,143,2,2,0,1,0,0,0,0,0,1,0,68,89,10,1,Needs Maintenance
65,611,3,2,0,0,0,0,1,0,0,1,1,53,50,12,0,Needs Maintenance
40,832,5,3,1,1,0,1,0,0,0,0,0,73,80,37,1,Needs Maintenance
48,756,3,3,0,1,1,0,0,0,0,1,0,73,71,23,1,Needs Maintenance
68,407,5,3,1,1,0,1,0,0,0,0,0,92,86,19,0,Needs Maintenance
58,650,2,1,1,1,0,0,0,0,0,1,0,53,77,23,0,Needs Maintenance
75,457,6,4,0,1,0,0,0,0,0,0,0,53,68,18,0,Needs Maintenance
51,761,7,2,0,1,0,0,0,0,0,0,0,91,86,18,0,Needs Maintenance
67,432,5,2,1,1,0,0,0,0,0,1,0,80,61,19,0,Needs Maintenance
66,538,3,2,0,1,0,1,0,0,0,0,0,81,75,21,1,Needs Maintenance
77,419,7,3,1,0,0,0,0,0,0,1,0,59,76,25,0,Healthy
55,717,9,3,1,1,0,0,1,0,0,0,0,68,73,24,0,Needs Maintenance
70,467,3,3,1,1,0,1,0,0,0,0,0,97,26,17,1,Needs Maintenance
44,806,3,2,0,1,0,0,0,0,0,1,0,69,69,31,1,Needs Maintenance
50,711,7,3,0,0,0,0,0,0,0,0,0,67,64,11,0,Critical
43,895,7,3,1,1,0,0,0,0,0,1,0,57,86,22,1,Needs Maintenance
58,638,4,3,0,1,0,0,0,0,0,1,0,66,72,33,0,Needs Maintenance
46,791,7,2,0,1,0,1,0,0,0,0,1,56,58,31,1,Needs Maintenance
71,469,4,1,1,1,0,0,0,0,0,0,0,74,50,3,0,Needs Maintenance
36,937,9,4,0,1,1,1,0,0,1,0,0,46,49,29,1,Needs Maintenance
80,270,4,2,1,1,0,1,0,0,0,0,0,67,55,11,0,Healthy
61,613,5,3,0,1,0,1,0,0,0,1,0,55,79,40,1,Needs Maintenance
65,604,3,3,0,1,0,1,0,0,0,1,0,66,20,32,0,Needs Maintenance
48,707,4,3,1,1,1,1,0,0,0,0,0,91,72,29,1,Needs Maintenance
50,746,8,3,0,1,0,0,1,1,0,0,0,78,45,22,1,Critical
59,648,2,2,1,1,0,0,1,0,0,0,1,59,86,29,1,Needs Maintenance
61,613,5,2,0,1,0,0,0,0,0,0,0,59,40,18,1,Needs Maintenance
51,755,8,3,0,1,0,1,0,0,0,0,0,36,26,18,1,Needs Maintenance
56,590,3,1,1,0,0,0,0,0,0,0,0,89,100,36,0,Needs Maintenance
61,616,5,1,1,1,0,0,0,0,0,0,0,56,100,39,1,Needs Maintenance
47,826,2,1,1,1,1,1,0,0,0,1,0,51,79,41,0,Needs Maintenance
45,767,6,2,1,1,0,0,0,0,0,0,0,49,73,25,1,Critical
33,974,6,4,1,1,1,0,0,0,0,1,1,45,91,57,0,Needs Maintenance
49,778,3,1,0,1,0,1,0,0,0,0,0,83,59,27,0,Needs Maintenance
38,872,5,1,0,0,1,1,0,0,0,1,0,80,79,21,0,Needs Maintenance
38,926,4,3,1,1,0,0,0,0,1,0,1,57,48,42,0,Critical
62,603,3,2,0,1,0,0,0,0,0,1,0,49,20,23,1,Needs Maintenance
69,474,2,1,0,0,0,0,0,0,0,0,0,71,89,33,0,Needs Maintenance
81,235,3,2,1,0,0,0,0,0,0,0,1,89,48,23,0,Needs Maintenance
62,597,6,4,0,1,0,0,0,0,0,0,0,61,83,3,0,Needs Maintenance
86,264,5,3,1,1,0,0,0,0,0,0,0,76,51,3,1,Healthy
56,709,2,1,0,1,0,0,0,0,0,1,0,83,57,31,0,Needs Maintenance
53,660,2,1,0,1,0,0,0,0,0,0,0,79,100,12,1,Needs Maintenance
65,472,2,1,1,0,0,0,1,0,0,1,0,57,65,3,0,Needs Maintenance
52,681,9,5,0,1,0,0,0,0,0,0,1,100,46,28,0,Needs Maintenance
58,678,6,3,0,1,0,0,0,0,0,1,0,75,64,13,0,Needs Maintenance
43,943,4,1,1,0,1,0,0,1,0,0,0,69,60,36,0,Critical
56,722,7,4,1,1,0,1,0,0,0,0,0,90,55,50,1,Needs Maintenance
31,1002,5,2,0,0,0,1,0,0,1,0,0,89,65,19,0,Needs Maintenance
68,462,2,1,1,0,0,1,0,1,0,0,0,68,43,12,0,Needs Maintenance
64,489,7,3,1,0,0,1,0,0,0,0,1,76,71,30,0,Needs Maintenance
35,969,3,3,0,1,1,0,0,0,0,0,0,67,60,30,1,Critical
60,595,3,1,0,1,0,1,0,0,0,1,0,51,82,18,0,Needs Maintenance
57,626,2,1,1,1,0,0,0,0,0,0,0,70,63,16,1,Needs Maintenance
66,473,4,1,0,1,0,1,0,0,0,1,0,82,87,3,0,Needs Maintenance
64,619,2,1,0,1,0,0,0,0,0,0,0,76,83,30,1,Needs Maintenance
75,453,4,3,0,1,0,0,0,0,0,0,1,74,71,11,1,Needs Maintenance
40,879,4,3,0,0,0,0,0,0,0,0,0,51,100,40,0,Critical
48,754,4,3,1,1,0,1,0,1,0,0,0,62,97,25,0,Needs Maintenance
46,827,3,2,1,1,0,0,1,0,0,0,0,89,78,35,0,Critical
64,599,2,1,0,1,0,0,0,0,0,0,0,62,46,16,0,Needs Maintenance
73,403,5,1,0,1,0,0,0,0,0,0,0,75,75,17,0,Needs Maintenance
45,776,2,1,0,0,0,0,0,0,0,0,0,60,62,24,0,Critical
51,763,7,2,0,1,0,0,0,0,0,0,0,50,58,35,0,Needs Maintenance
70,511,4,2,1,1,0,1,0,1,0,0,0,81,57,34,0,Needs Maintenance
77,405,2,1,0,0,0,1,0,0,0,0,0,60,80,15,0,Healthy
57,610,9,5,0,1,0,1,0,1,0,0,0,64,84,32,0,Needs Maintenance
66,445,8,2,0,0,0,0,0,0,0,0,0,77,72,29,0,Needs Maintenance
60,641,2,1,0,1,0,1,0,0,0,0,0,61,63,27,1,Needs Maintenance
53,776,4,3,0,1,0,1,0,0,0,0,0,83,94,36,1,Needs Maintenance
84,282,5,2,1,1,0,0,0,0,0,1,0,70,72,11,0,Healthy
32,979,2,2,1,1,0,0,0,1,0,0,0,67,55,40,1,Critical
46,739,2,1,1,1,1,0,0,0,0,0,0,93,55,33,1,Critical
61,550,6,3,1,1,0,0,0,0,0,0,0,79,47,28,0,Needs Maintenance
62,525,4,2,1,1,0,1,1,0,0,0,0,41,54,10,1,Needs Maintenance
49,811,6,2,1,1,0,0,1,0,0,0,0,76,56,32,0,Critical
61,668,6,2,0,1,0,1,0,1,0,0,0,52,34,23,1,Needs Maintenance
68,416,5,2,0,1,0,0,0,0,0,0,0,94,84,18,1,Needs Maintenance
67,574,4,2,1,1,0,0,0,1,0,1,0,63,95,25,0,Needs Maintenance
71,445,6,3,0,1,0,0,0,0,0,0,0,70,59,18,0,Needs Maintenance
66,529,6,3,0,1,0,0,0,0,0,0,0,52,100,28,1,Needs Maintenance
68,438,4,3,0,0,0,0,1,0,0,0,0,68,51,16,0,Needs Maintenance
65,466,3,3,1,1,0,0,0,0,0,0,0,89,56,10,0,Needs Maintenance
66,485,6,4,1,1,0,0,0,0,0,0,0,84,53,17,0,Needs Maintenance
50,825,5,1,1,1,0,0,0,1,0,0,0,54,68,47,1,Critical
51,766,3,1,1,1,0,0,0,0,0,0,0,51,74,34,1,Needs Maintenance
70,532,5,1,1,0,0,0,0,0,0,0,0,54,55,21,0,Needs Maintenance
36,939,2,1,1,1,0,0,1,0,0,0,0,86,59,23,0,Critical
76,409,4,1,1,1,0,0,0,1,0,0,0,76,90,8,1,Needs Maintenance
76,437,3,2,1,1,0,0,1,0,0,0,0,66,22,27,0,Healthy
57,691,5,3,1,1,0,1,0,0,0,1,0,50,90,28,0,Needs Maintenance
50,778,5,2,1,0,0,0,0,0,0,0,1,41,36,38,0,Critical
56,618,6,2,1,0,0,0,0,0,0,0,0,86,75,35,0,Needs Maintenance
78,317,2,1,1,1,0,0,0,0,0,0,0,79,38,23,1,Healthy
38,914,6,3,1,1,0,0,0,0,0,1,0,84,63,30,0,Needs Maintenance
41,835,4,2,0,1,0,0,0,0,0,1,0,67,77,22,0,Needs Maintenance
82,259,3,1,0,1,0,0,0,0,0,0,0,72,56,3,1,Healthy
68,488,7,4,1,0,0,0,0,0,0,0,0,69,23,27,0,Needs Maintenance
48,806,5,3,1,1,1,0,0,0,0,1,0,41,100,37,0,Needs Maintenance
70,463,5,2,1,1,0,0,0,0,0,0,0,79,87,17,1,Needs Maintenance
20,1251,4,2,1,1,0,0,0,0,0,1,0,66,42,46,0,Needs Maintenance
48,720,8,2,1,1,0,0,0,0,0,0,0,44,25,27,0,Critical
52,724,2,2,0,0,0,0,0,0,0,1,1,82,61,16,0,Needs Maintenance
57,726,7,4,0,1,0,1,0,0,0,0,0,52,54,23,1,Needs Maintenance
63,510,2,1,0,1,0,0,0,0,0,0,0,68,53,16,1,Needs Maintenance
39,856,4,3,1,0,1,0,0,0,0,0,0,44,20,44,0,Critical
39,957,5,2,1,0,1,0,0,0,0,0,0,63,76,30,0,Critical
72,345,6,4,0,1,0,1,0,0,0,1,0,72,76,3,1,Needs Maintenance
63,559,8,4,1,1,0,0,0,0,0,0,0,79,90,31,0,Needs Maintenance
37,884,7,4,1,1,0,0,0,0,0,1,0,69,63,29,0,Needs Maintenance
72,364,6,4,0,1,0,0,0,0,0,0,0,66,72,38,0,Needs Maintenance
61,523,6,2,1,1,0,0,1,1,0,0,0,83,69,19,1,Needs Maintenance
63,498,5,2,1,1,0,0,0,0,0,0,0,65,58,20,0,Needs Maintenance
64,483,4,1,1,1,0,0,0,0,0,0,0,67,52,35,1,Needs Maintenance
55,621,4,3,1,1,0,0,0,0,0,0,0,60,85,15,0,Needs Maintenance
51,747,3,3,0,1,0,0,0,0,0,1,0,58,84,23,0,Needs Maintenance
55,732,6,4,1,1,0,1,0,1,0,1,0,64,78,29,1,Needs Maintenance
59,601,4,2,1,1,0,0,0,0,0,1,0,60,100,20,0,Needs Maintenance
52,797,2,2,0,1,0,0,0,0,0,0,0,49,82,27,1,Needs Maintenance
53,696,5,3,0,1,0,0,1,0,0,0,0,45,44,23,0,Needs Maintenance
54,634,8,3,1,1,0,0,0,0,0,0,0,89,57,29,0,Needs Maintenance
74,398,5,1,1,1,0,0,0,0,0,1,0,76,46,16,0,Needs Maintenance
92,183,7,3,1,1,0,0,0,0,0,1,0,41,100,26,0,Needs Maintenance
56,675,7,4,1,1,0,0,0,0,0,0,0,56,63,9,1,Needs Maintenance
52,659,4,3,0,0,0,1,0,0,0,0,0,70,47,20,0,Needs Maintenance
61,648,4,2,0,1,0,0,0,0,0,0,0,71,59,22,1,Needs Maintenance
56,690,3,1,0,1,0,0,0,0,0,1,0,60,26,21,0,Needs Maintenance
61,591,5,3,0,1,0,0,0,0,0,0,0,82,53,9,1,Needs Maintenance
64,590,7,3,0,1,0,1,0,0,0,0,0,95,49,29,0,Needs Maintenance
77,431,5,3,0,1,0,1,0,1,0,0,1,62,78,9,1,Healthy
52,778,6,4,1,1,0,0,0,1,0,0,0,50,70,33,1,Needs Maintenance
50,812,6,2,0,0,0,0,0,0,0,0,0,75,80,31,0,Critical
48,800,7,2,1,0,0,0,0,1,0,0,0,87,86,51,0,Critical
42,859,2,2,0,1,0,0,0,0,0,0,0,40,49,29,1,Critical
58,704,8,2,1,0,0,0,0,0,0,1,1,58,65,19,0,Needs Maintenance
43,795,4,2,0,0,0,0,0,1,0,0,0,53,24,34,0,Critical
65,481,6,2,1,0,0,1,0,0,0,0,0,86,75,14,0,Needs Maintenance
80,376,3,1,1,1,0,0,0,0,0,0,0,73,81,8,0,Healthy
52,730,5,3,1,1,0,1,0,0,0,1,0,76,61,10,1,Needs Maintenance
48,807,7,3,0,1,0,1,0,0,0,0,0,89,85,44,1,Needs Maintenance
72,480,6,3,1,0,0,0,0,0,0,0,0,62,76,25,0,Needs Maintenance
63,603,4,2,1,1,0,1,0,1,0,0,1,53,52,20,1,Needs Maintenance
58,649,4,2,1,1,0,0,0,1,0,0,0,71,61,16,0,Needs Maintenance
87,244,8,2,0,0,0,0,0,0,0,0,0,76,47,3,0,Healthy
71,458,2,1,0,1,0,0,0,0,0,0,0,30,63,15,1,Needs Maintenance
62,548,4,1,1,0,0,0,0,0,0,0,0,39,68,25,0,Needs Maintenance
48,718,4,1,1,0,1,1,0,0,0,0,0,62,28,24,0,Needs Maintenance
83,284,6,4,1,1,0,0,0,0,0,0,0,74,70,13,1,Healthy
22,1118,2,1,0,1,0,0,1,0,0,0,1,76,20,36,1,Critical
67,570,2,1,0,1,0,0,0,0,0,0,0,67,74,21,0,Needs Maintenance
73,414,7,4,0,1,0,1,0,0,0,0,0,84,41,29,0,Needs Maintenance
60,657,6,4,0,1,0,0,0,0,0,1,0,57,52,16,1,Needs Maintenance
72,456,6,4,1,0,0,0,0,1,0,1,0,66,83,17,0,Needs Maintenance
48,862,6,4,0,1,1,0,0,1,0,1,0,70,81,23,0,Needs Maintenance
75,333,2,1,1,0,0,1,0,0,0,0,0,62,77,3,0,Needs Maintenance
70,392,4,3,1,1,0,0,0,1,0,1,0,62,57,20,0,Needs Maintenance
61,590,6,3,0,0,0,1,0,0,0,1,0,85,68,33,0,Needs Maintenance
50,756,5,2,0,0,0,1,0,0,0,0,0,87,32,37,0,Needs Maintenance
66,549,4,1,0,1,0,1,0,0,0,1,0,59,63,23,1,Needs Maintenance
36,964,5,2,0,0,1,0,0,0,0,0,0,86,54,57,0,Critical
63,496,3,2,1,1,0,0,0,0,0,0,0,66,66,20,1,Needs Maintenance
56,677,2,1,1,1,0,0,0,0,0,0,0,87,87,26,0,Needs Maintenance
35,928,4,1,1,0,0,0,0,0,0,1,1,82,27,34,0,Needs Maintenance
44,822,6,4,0,1,1,0,0,1,0,0,0,77,55,13,0,Critical
41,810,5,3,0,0,1,1,0,0,0,0,0,80,45,25,0,Needs Maintenance
62,604,3,2,0,1,0,1,0,1,0,0,0,80,79,33,0,Needs Maintenance
52,668,5,2,0,0,0,0,0,0,0,0,0,56,45,19,0,Needs Maintenance
55,635,5,3,1,1,0,0,0,0,0,0,1,78,63,23,0,Needs Maintenance
53,738,4,2,0,1,0,1,0,0,0,0,0,70,90,29,1,Needs Maintenance
66,599,8,3,1,1,0,1,0,0,0,0,1,75,100,29,1,Needs Maintenance
45,832,4,3,1,1,1,0,0,0,0,1,1,84,84,35,0,Needs Maintenance
51,787,7,2,1,1,0,0,0,0,0,0,1,82,60,16,0,Needs Maintenance
91,115,4,2,1,1,0,0,0,0,0,0,1,84,53,3,0,Healthy
72,404,3,2,0,1,0,1,0,0,0,0,0,76,22,12,1,Needs Maintenance
57,678,4,2,1,1,0,0,0,1,0,0,0,63,57,20,0,Needs Maintenance
57,696,3,2,0,0,0,0,0,0,0,1,0,74,52,41,0,Needs Maintenance
58,610,6,2,0,1,0,1,0,0,0,0,0,77,39,34,0,Needs Maintenance
69,475,2,2,1,1,0,0,0,1,0,0,0,81,55,6,1,Needs Maintenance
47,780,7,2,0,1,0,0,0,0,0,0,0,89,62,32,0,Critical
63,488,6,3,1,0,0,0,0,0,0,0,0,58,73,5,0,Needs Maintenance
51,669,6,3,0,1,0,1,0,0,0,0,0,49,85,38,0,Needs Maintenance
66,577,2,1,0,0,0,0,0,0,0,0,0,77,67,21,0,Needs Maintenance
62,654,4,2,1,1,0,0,0,0,0,0,0,50,66,44,1,Needs Maintenance
74,378,2,2,1,1,0,0,0,0,0,0,0,57,62,23,0,Needs Maintenance
59,571,5,2,0,1,0,0,1,0,0,0,0,89,93,26,0,Needs Maintenance
92,121,7,3,0,1,0,0,0,0,0,0,1,82,69,3,1,Healthy
79,328,3,3,0,1,0,0,0,1,0,0,0,68,67,16,0,Healthy
54,715,5,2,0,1,0,0,0,0,0,0,0,70,42,30,0,Needs Maintenance
72,438,3,3,0,1,0,0,0,0,0,1,1,96,52,21,1,Needs Maintenance
62,552,6,4,0,0,0,0,0,0,0,0,0,85,30,15,0,Needs Maintenance
70,490,4,1,0,1,0,0,0,0,0,0,0,69,84,27,0,Needs Maintenance
80,311,4,3,1,1,0,0,0,1,0,0,0,62,52,3,1,Healthy
67,446,5,1,0,1,0,0,0,0,0,0,0,72,67,24,1,Needs Maintenance
36,959,2,1,1,1,0,0,0,0,0,0,0,72,20,45,1,Critical
35,993,2,1,0,1,1,1,1,0,0,1,0,100,46,51,0,Needs Maintenance
46,768,2,1,0,0,0,0,0,0,0,0,0,91,77,27,0,Critical
68,557,2,1,1,1,0,0,0,0,0,0,0,67,100,7,1,Needs Maintenance
78,273,4,3,1,0,0,1,0,0,0,0,0,56,59,3,0,Healthy
52,777,7,2,1,1,0,1,0,0,0,0,0,57,75,27,1,Needs Maintenance
33,976,5,2,1,0,1,1,1,0,0,0,0,76,77,37,0,Needs Maintenance
53,680,7,3,1,1,0,0,0,0,0,0,1,60,62,16,0,Needs Maintenance
56,618,7,3,1,0,0,1,1,0,0,0,0,84,59,19,0,Needs Maintenance
35,985,3,3,1,0,0,0,0,0,0,0,0,96,29,35,0,Critical
71,516,7,3,0,1,0,0,0,0,0,1,1,67,73,14,0,Needs Maintenance
52,669,3,3,1,1,0,0,0,0,0,0,0,100,82,18,1,Needs Maintenance
51,682,8,4,0,1,0,1,0,1,0,0,1,58,80,14,0,Needs Maintenance
61,588,2,1,0,1,0,0,1,0,0,1,0,79,72,22,0,Needs Maintenance
74,459,8,3,1,1,0,1,0,0,0,0,0,71,59,3,1,Needs Maintenance
47,744,3,1,1,0,1,1,1,0,0,1,0,87,50,36,0,Needs Maintenance
36,913,4,1,1,0,1,1,0,0,0,0,0,80,69,41,0,Needs Maintenance
36,915,7,3,1,0,1,1,0,1,0,0,0,73,96,46,0,Needs Maintenance
48,833,5,3,1,1,1,0,0,0,0,1,0,97,67,16,1,Needs Maintenance
81,299,3,1,1,0,0,0,0,0,0,1,0,65,100,12,0,Needs Maintenance
50,721,3,3,0,1,0,0,1,0,0,1,0,59,57,21,0,Needs Maintenance
53,792,6,3,1,1,0,1,0,1,0,0,1,77,71,37,1,Needs Maintenance
51,678,6,4,0,1,0,1,0,0,0,0,0,83,100,28,1,Needs Maintenance
59,687,4,1,0,1,0,0,0,0,0,0,0,32,32,34,1,Needs Maintenance
67,558,5,1,0,0,0,0,0,0,0,1,0,81,79,24,0,Needs Maintenance
53,745,4,3,0,1,0,0,0,0,0,0,0,79,58,18,0,Needs Maintenance
73,484,3,2,1,1,0,1,0,0,0,0,0,74,76,12,0,Needs Maintenance
35,901,2,2,0,0,1,0,0,0,0,0,0,65,39,31,0,Critical
61,670,4,1,0,1,0,0,0,0,0,0,0,87,31,34,0,Needs Maintenance
75,454,3,2,1,1,0,1,0,0,0,1,0,75,57,24,1,Needs Maintenance
37,1007,2,1,1,1,0,1,0,0,0,0,0,65,27,25,0,Needs Maintenance
36,1025,5,2,0,0,0,1,0,0,0,1,0,47,66,48,0,Needs Maintenance
34,1064,5,3,0,1,0,1,0,0,0,1,0,55,82,43,0,Needs Maintenance
59,628,5,3,1,1,0,1,0,0,0,0,0,67,46,12,0,Needs Maintenance
47,881,7,2,0,0,0,0,0,0,0,0,0,44,75,28,0,Critical
58,653,7,3,0,1,0,0,0,0,0,0,0,60,49,44,0,Needs Maintenance
60,678,10,3,0,0,0,0,0,1,0,0,0,35,82,29,0,Needs Maintenance
22,1183,3,1,1,1,1,0,0,0,0,1,0,88,89,45,0,Needs Maintenance
55,605,6,2,1,0,0,0,0,0,0,1,0,84,55,21,0,Needs Maintenance
77,332,4,2,1,1,0,1,0,0,0,0,1,74,32,9,0,Healthy
43,841,3,3,1,1,0,0,0,0,0,0,0,72,62,34,1,Critical
55,689,6,3,1,0,0,0,0,1,0,0,0,71,65,17,0,Needs Maintenance
58,692,2,1,1,1,0,1,0,0,0,0,0,53,59,31,0,Needs Maintenance
52,738,3,3,1,1,0,0,0,0,0,0,0,70,52,30,0,Needs Maintenance
76,424,4,2,0,0,0,0,0,0,0,0,0,60,41,14,0,Healthy
63,593,8,4,0,1,0,0,1,0,0,0,0,84,99,10,0,Needs Maintenance
61,633,6,4,1,1,0,0,0,0,0,0,0,93,54,22,0,Needs Maintenance
67,460,3,1,1,1,0,0,0,0,0,0,0,60,77,23,1,Needs Maintenance
72,482,5,1,0,0,0,1,0,0,0,0,0,46,35,25,0,Needs Maintenance
49,833,10,3,1,1,1,0,0,0,0,0,0,65,95,29,1,Critical
45,881,8,4,0,0,0,0,0,0,0,1,0,85,68,47,0,Needs Maintenance
56,596,7,3,0,1,0,0,0,1,0,1,0,55,92,46,0,Needs Maintenance
61,609,5,2,0,0,0,0,1,0,0,0,0,59,23,30,0,Needs Maintenance
54,660,5,1,1,1,0,0,0,0,0,0,0,65,49,16,0,Needs Maintenance
47,837,6,4,0,0,0,0,0,0,0,1,0,70,33,18,0,Needs Maintenance
78,312,6,3,0,1,0,1,0,0,0,0,0,53,45,17,0,Healthy
68,532,2,2,1,0,0,0,0,1,0,0,0,53,46,27,0,Needs Maintenance
58,576,6,3,1,1,0,0,0,0,0,0,1,74,61,5,1,Needs Maintenance
74,433,5,1,0,0,0,1,0,0,0,0,0,76,71,13,0,Needs Maintenance
54,670,4,1,1,0,0,0,0,0,0,0,0,63,91,29,0,Needs Maintenance
78,362,7,3,0,1,0,0,0,0,0,0,0,54,62,21,1,Healthy
73,486,9,3,0,0,0,0,0,1,0,0,0,65,45,23,0,Needs Maintenance
71,382,9,4,0,1,0,1,0,1,0,1,0,55,65,13,0,Needs Maintenance
27,1070,2,1,0,1,1,0,0,0,0,0,0,68,60,36,1,Critical
63,629,3,2,0,1,0,0,0,0,0,0,0,68,43,39,0,Needs Maintenance
52,722,4,3,0,1,0,0,0,0,0,1,0,65,57,26,1,Needs Maintenance
59,641,6,4,1,0,0,1,0,0,0,1,0,67,75,9,0,Needs Maintenance
75,379,7,2,0,1,0,0,0,0,0,0,0,79,39,29,0,Needs Maintenance
40,913,4,2,1,1,0,0,0,0,0,0,0,86,65,38,1,Critical
53,640,6,4,0,1,0,0,0,0,0,0,0,56,54,28,0,Needs Maintenance
83,292,4,1,1,0,0,0,0,0,0,0,0,64,52,3,0,Healthy
58,656,7,2,1,1,0,1,0,0,0,0,0,85,68,16,0,Needs Maintenance
63,639,6,4,1,1,0,0,0,0,0,0,0,59,71,12,0,Needs Maintenance
77,367,6,3,1,1,0,0,0,0,0,0,0,57,60,11,0,Healthy
57,701,5,2,0,0,0,1,0,0,0,0,0,74,59,6,0,Needs Maintenance
59,697,4,3,0,0,0,0,0,0,0,0,0,88,47,33,0,Needs Maintenance
76,399,2,1,0,0,0,0,0,0,0,1,0,66,62,37,0,Healthy
64,568,3,2,0,0,0,1,0,0,0,1,0,74,77,39,0,Needs Maintenance
49,705,2,1,1,1,1,1,0,0,0,0,0,74,61,29,1,Needs Maintenance
38,923,4,1,1,1,0,0,0,1,1,0,0,59,70,36,0,Critical
48,775,3,2,1,0,1,0,0,0,0,1,0,89,75,34,0,Needs Maintenance
67,474,3,2,1,1,0,1,0,0,0,0,0,77,43,3,0,Needs Maintenance
54,656,7,3,1,1,0,0,0,1,0,0,0,65,46,25,1,Needs Maintenance
